project_id,project_name,budget,contractor_name,location_latitude,location_longitude,project_type,expected_completion_date,current_status,is_verified
3140f5eb-47e3-406a-9cde-ad627ce1bab5,C/o Construction of 200 bedded [Up-gradable to 300 bedded] ESI Hospital at Surat,17830000000,AAI,33.833363,74.215415,public_works,2029-03-29,Completed,True
05542eca-8ed1-4a83-8ce2-31eb865690a2,"Expansion Storm Water Drainage System in Cuttack District, Maharashtra",6340000000,KUIDFC,32.68822,83.125986,sanitation,2029-03-13,Ongoing,True
43cea22a-efd4-43f7-803e-908d8756e5b5,"Expansion of Bypass Road Corridor at Kanpur, Gujarat",12960000000,State PWD,12.309729,83.047513,roads,2026-04-01,Near Completion,True
24d2c96f-68dd-4cab-a169-c9e2f420002f,"Grass-root Terminal at Mirzapur, Uttar Pradesh",28200000000,State PWD,19.21512,85.977399,public_works,2029-09-09,Near Completion,False
8f41bca5-1dc5-4493-9d5f-7fbcfe50e944,"Development of Fecal Sludge Treatment Plant Stretch at Cuttack, Gujarat",3500000000,Urban Local Body,33.569157,74.178241,sanitation,2027-02-07,Delayed,True
b154c6de-14a6-4bc8-a961-12eb1fc404ca,"Development of Bypass Road between Lucknow and Chennai, Punjab",285640000000,BMRCL,19.793035,93.726936,roads,2025-10-19,Ongoing,False
3b26cae3-89fd-4269-ac0f-a7e2cd45be09,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal,27190000000,NBCC,24.534794,76.978532,public_works,2026-05-19,Completed,True
75b5bca0-3d7a-46fd-a326-70579b8eda25,"Strengthening of Water Supply Scheme Stretch at Cuttack, Jharkhand",6190000000,MP Jal Nigam,14.315951,89.263829,sanitation,2027-12-14,Ongoing,False
793537be-01d0-47f5-9d1b-006739ad2dbf,254 (Gujarat Metro Rail Corporation Limited [GMRCL]) Gujarat 8040.59 73,151170000000,NCRTC,9.077076,82.391102,roads,2029-09-22,Ongoing,True
193a8b13-886b-48d8-88db-400a4678616a,535 (Indian Railway Construction International Limited [IRCON]) Chhattisgarh 2624.33 94,661950000000,NCRTC,18.066175,72.747994,roads,2027-07-17,Near Completion,False
f8f8ed60-869b-4254-b53b-9e3a1a5a0ae2,"Expansion National Highway for Noida Municipal Area, Uttar Pradesh",901560000000,RVNL,19.405718,84.150065,roads,2027-02-22,Near Completion,True
74bd2d15-f1cc-49ad-a938-90afc2c4d5f1,"Strengthening Flyover in Vadodara District, Tamil Nadu",872110000000,MRVC,8.296969,96.810544,roads,2026-08-12,Ongoing,True
5c45046a-8631-4aff-9f70-fdd6cb0bfb58,"Expansion State Highway in Mumbai District, Uttar Pradesh",12270000000,BMRCL,17.417012,75.146923,roads,2025-01-17,Ongoing,True
bf0ae7be-11d3-490c-b3db-228da800f29e,"Expansion of Urban Arterial Road Stretch at Cuttack, Tamil Nadu",374110000000,RVNL,16.024783,86.055171,roads,2026-12-23,Ongoing,False
4c6ea796-0b21-4178-a073-f7ae90b5d260,"Rehabilitation Underground Drainage System in Nagpur District, Karnataka",6650000000,CPHEEO,18.138023,89.593322,sanitation,2026-02-23,Ongoing,True
4cfce578-7114-49cb-a6cc-f188f93ec89f,"Expansion Urban Arterial Road in Nagpur District, Chhattisgarh",539850000000,MRVC,30.704741,76.869807,roads,2029-10-29,Ongoing,True
30882072-ab78-43df-af73-b15fb2d32567,(Northen Railway [NR]) (05/1985) (12/2027) (2018),40450000000,DFCCIL,12.555161,74.85598,roads,2026-04-29,Delayed,True
e9ff797f-5a8c-451c-97d1-eae5fad1ea21,"Rehabilitation Interchange for Gwalior Municipal Area, Telangana",129770000000,RVNL,32.693214,74.693593,roads,2029-12-24,Ongoing,True
50834ea7-d345-4b9a-991b-86e14fd63c5f,"Expansion Ring Road in Gwalior District, Andhra Pradesh",865270000000,State PWD,31.652247,89.816067,roads,2029-05-03,Ongoing,True
2c12ae63-58e9-4db1-9af4-8968d5b5df90,"Construction of Expressway System at Bhubaneswar, Karnataka",671530000000,BMRCL,36.675526,89.364906,roads,2027-08-21,Ongoing,True
e009d27e-2ce1-44a1-a671-2671e9dcb8f4,"Rehabilitation Fecal Sludge Treatment Plant for Mysuru Municipal Area, Maharashtra",2160000000,State Jal Nigam,20.357415,74.370914,sanitation,2029-11-30,Ongoing,True
1be5a64e-0b5c-4980-854e-30536aeb98fb,"Upgradation Flyover for Pune Municipal Area, Jharkhand",516730000000,NCRTC,12.1073,95.085274,roads,2026-12-03,Completed,False
8fc71557-8a63-4cfc-9320-2bda37bd1b07,"Modernization of Storm Water Drainage System between Ranchi and Ghaziabad, West Bengal",1710000000,CPHEEO,13.133393,79.66331,sanitation,2026-02-06,Ongoing,True
56c4e959-4572-4363-8a55-c0e669770061,"Development University Campus in Chennai District, Punjab",46050000000,AAI,12.35255,83.714283,public_works,2026-03-03,Completed,True
3aad16b8-1791-4eac-9f8b-8fa9b6e12cdf,"Development of Sewerage Network Corridor at Patna, Karnataka",4380000000,State Jal Nigam,35.842367,74.563404,sanitation,2026-08-23,Completed,True
254298a5-d565-4128-a5ea-3b8b5c06e12b,ROAD TRANSPORT AND,15360000000,MoHUA,13.101953,83.713765,public_works,2026-05-28,Delayed,True
34d283c8-6b0c-48a8-b59c-ff1d219cecb6,"Development of Bypass Road between Surat and Gaya, Kerala",939400000000,NHAI,32.949505,87.782637,roads,2027-12-25,Completed,True
b3380f8f-687e-45dc-b5ea-2432ef40febe,"Upgradation University Campus in Vadodara District, Kerala",44440000000,HUDCO,20.064424,92.938954,public_works,2028-11-19,Ongoing,True
4adf6340-e004-41a9-834a-6906fbf37306,"Upgradation of Public Administrative Building between Gaya and Ahmedabad, Gujarat",14290000000,MoHUA,12.945765,75.459981,public_works,2025-07-23,Ongoing,True
68d391e5-c89e-4693-bab1-53b939d4f334,TRANSPORT BASANWAHI OF NH 130 CD FROM (N.A.) (N.A.),35330000000,State PWD,8.717329,91.091583,public_works,2027-02-11,Completed,True
4482c1c4-812b-4e13-8bd1-cc36c17dadf7,"Upgradation of Water Supply Scheme Project at Bhubaneswar, Maharashtra",4580000000,KUIDFC,24.374757,96.331874,sanitation,2026-11-04,Near Completion,False
9753efa2-f41d-4e23-b84a-cb0f5b4bc0a9,"Upgradation of Bypass Road between Lucknow and Noida, Maharashtra",440430000000,MRVC,20.05888,79.145642,roads,2026-01-17,Near Completion,True
f3954013-fa0f-4be2-9276-4713efc1dd32,"Construction of Service Road Corridor at Raipur, Punjab",1038230000000,NHAI,17.944763,71.275056,roads,2025-12-30,Near Completion,True
a69122d4-de72-4b0a-844e-624529411e66,"Expansion of Storm Water Drainage System Project at Cuttack, Chhattisgarh",3730000000,MP Jal Nigam,31.084986,93.19594,sanitation,2025-10-04,Ongoing,True
15974746-251f-4d5a-bb27-e10d85de6490,"Modernization of Water Supply Scheme Section at Bengaluru, Chhattisgarh",5170000000,AMRUT Mission,18.069558,89.89615,sanitation,2026-05-12,Ongoing,True
0d45d590-b05f-4d1f-a6b3-82ef531b101d,"Upgradation of Fecal Sludge Treatment Plant between Pune and Udaipur, Assam",7580000000,KUIDFC,14.55644,85.22296,sanitation,2025-05-23,Delayed,True
512a150e-8fd9-4827-ada1-67ec4d58fedc,"Upgradation of Underground Drainage System Corridor at Chennai, Haryana",6710000000,UP Jal Nigam,35.61692,68.60843,sanitation,2027-08-02,Near Completion,True
16eba670-6672-4091-8960-def3c844e29c,"Upgradation of Interchange System at Jaipur, Rajasthan",947590000000,NHAI,23.750897,90.033436,roads,2028-04-27,Near Completion,True
5a6a716a-43ca-4ac2-a868-76a5addbd25c,706 (East Coast Railway [ECoR] - II) Odisha 421.59 58,1118010000000,CMRL,31.743519,95.262044,roads,2028-03-23,Near Completion,True
5bc4bbed-42b3-4b8e-8554-6a56a3000fd9,"Rehabilitation Judicial Complex for Ranchi Municipal Area, Karnataka",37960000000,AAI,17.482149,77.208394,public_works,2026-07-14,Delayed,True
caf410a6-2acf-415f-9ab2-6191c998b264,"Strengthening of District Hospital Project at Ahmedabad, Maharashtra",10220000000,NBCC,31.397205,92.464455,public_works,2028-09-25,Ongoing,False
247b4ae4-c28b-46ca-bcb4-f552a2d6e6cb,"Modernization Underground Drainage System for Delhi Municipal Area, Tamil Nadu",5400000000,MP Jal Nigam,30.561223,86.653459,sanitation,2026-09-01,Ongoing,True
1e3d808a-fecc-4de2-b3f6-fad6d94f9c38,SECTION OF NH-06 (PKG-I) {6/2024} {219.33},972910000000,BMRCL,15.541467,92.499377,roads,2027-03-06,Near Completion,True
c5ad07a8-a8c5-4988-8edd-8ebe35164c02,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,969440000000,DFCCIL,22.020623,79.198029,roads,2025-10-22,Near Completion,True
0d07ff0e-2675-4af0-8b35-5a2423649b0c,"Construction of Sewerage Network Stretch at Delhi, Madhya Pradesh",4550000000,State Jal Nigam,34.751927,84.847732,sanitation,2025-10-22,Ongoing,True
6de3362a-49a1-49f1-a3bb-288c8a5050ac,(Agency Name) of Commissioning (Revised) Expenditure Progress,319470000000,CMRL,18.612219,91.493073,roads,2025-06-15,Near Completion,True
f0bad914-caea-46e7-aaea-6f6950d86b6d,"Rehabilitation Bypass Road for Vijayawada Municipal Area, Chhattisgarh",681790000000,NHAI,9.214842,78.899353,roads,2028-10-16,Delayed,True
ee3bdf94-6086-4f96-9965-16847caba46e,"Rehabilitation Public Administrative Building in Gaya District, West Bengal",48230000000,State PWD,36.795673,70.543513,public_works,2025-04-17,Ongoing,True
2bbe1989-2853-4f27-a047-7748130ed4ab,"Construction Fecal Sludge Treatment Plant in Nagpur District, Tamil Nadu",2980000000,AMRUT Mission,27.021682,72.782023,sanitation,2026-04-14,Completed,True
bdf229cf-3ac2-4cd0-8564-50097ee7feb5,"Upgradation Judicial Complex for Lucknow Municipal Area, Maharashtra",36720000000,AAI,32.584138,96.696213,public_works,2025-04-17,Delayed,True
3cd9ff79-aaf1-42a5-a86d-277a453aab73,"Rehabilitation Judicial Complex in Ghaziabad District, Gujarat",25270000000,State PWD,26.800532,71.193864,public_works,2029-09-11,Completed,True
b446603d-9b4c-4434-a43a-ed537462c775,"Strengthening of Storm Water Drainage System Phase-II at Chennai, Andhra Pradesh",1880000000,AMRUT Mission,13.633501,81.385434,sanitation,2025-09-13,Ongoing,True
a5c2354a-96bf-4c80-a427-42aa6d357b2d,"Construction of Service Road Package at Nagpur, Uttar Pradesh",564750000000,NHAI,20.734325,76.627081,roads,2029-07-14,Completed,True
64c74e5b-253c-4fc5-bfb0-666a515d9740,"Upgradation Flyover in Cuttack District, Telangana",191690000000,RVNL,27.028766,68.714886,roads,2029-07-13,Delayed,False
aaa92ede-7d85-4e75-97c3-2af9778653d5,AND HASSAN BYPASS WITH (Sep-2020) (602.09),187060000000,CMRL,28.223567,82.281592,roads,2025-02-11,Ongoing,False
3198f65a-3aa3-4523-a18a-ff4d9e97ef98,"Construction of Bypass Road Phase-II at Noida, Assam",1187980000000,DFCCIL,8.339655,75.534544,roads,2029-05-15,Near Completion,True
c66f28df-e524-4b25-94f6-fbfab224643f,"Rehabilitation of Government Office Complex between Guwahati and Dhanbad, Maharashtra",43720000000,AAI,28.517871,95.671786,public_works,2029-08-24,Completed,True
e2125bd0-9ebc-4141-ba9a-004f42ac6758,"Rehabilitation Government Office Complex for Amritsar Municipal Area, Rajasthan",37000000000,MoHUA,11.662273,78.557031,public_works,2026-03-25,Ongoing,True
ff8afb8f-d8ab-4916-8068-09c247048de2,HIGHWAY AND AT-GRADE (N.A.) (185.00),424080000000,NHSRCL,27.954052,73.138154,roads,2028-09-20,Completed,True
bbab7267-81e9-4fc9-ae3f-2a04661f7212,Development of New Civil Enclave at Bagdogra Airport,25440000000,State PWD,31.963297,94.528167,public_works,2025-10-27,Ongoing,True
94b1002a-dd15-434e-af28-af526cece34b,"Upgradation of Sewage Treatment Plant between Guwahati and Kochi, Telangana",7700000000,KUIDFC,36.650402,82.158692,sanitation,2025-11-25,Ongoing,True
855e4719-629d-491a-b5d9-91c733cb9465,"Strengthening of Service Road between Guwahati and Bhopal, Jharkhand",627410000000,BMRCL,33.558648,85.753794,roads,2028-11-20,Ongoing,True
092e1e35-cb39-4d3b-8be2-9a6a4d5987d6,"Construction Bus Terminal in Lucknow District, Tamil Nadu",10620000000,HUDCO,31.597989,95.998382,public_works,2029-08-02,Ongoing,True
4c7b6cb2-f29a-4739-af30-13f08b037171,"Strengthening Government Office Complex in Surat District, Andhra Pradesh",48170000000,State PWD,35.077419,71.28351,public_works,2028-08-25,Completed,True
b2bed4b6-5d00-44c2-9df0-c8532ddfdfa7,"Strengthening Expressway for Visakhapatnam Municipal Area, Rajasthan",262690000000,MRVC,16.699314,80.388576,roads,2029-06-28,Near Completion,True
e7aa7907-8dbb-4615-aabe-1de8722f789b,Redevelopment of New Delhi Railway Station and construction of associated,834300000000,NCRTC,13.898602,95.68011,roads,2025-07-18,Delayed,False
d618f409-e23a-4237-bcbb-bf4b814ae858,"Expansion of Interchange between Nagpur and Ahmedabad, Madhya Pradesh",267190000000,NCRTC,27.619975,73.971001,roads,2028-11-20,Near Completion,False
82bb5738-9fcb-403d-ac5a-b303b617131f,"Construction of Storm Water Drainage System Project at Vadodara, Madhya Pradesh",3550000000,KUIDFC,26.185248,69.999031,sanitation,2026-07-17,Ongoing,True
6c729119-e1ff-4fd9-bf32-cca62013bdcb,"Development of Expressway Project at Ranchi, Gujarat",598560000000,NHAI,8.306133,73.954672,roads,2027-12-04,Ongoing,True
2f0c02e3-1fde-471b-954d-d2bd4726f481,"Modernization Flyover in Ludhiana District, Telangana",125300000000,RVNL,31.543233,69.721825,roads,2025-12-23,Delayed,True
6815863e-0dcd-4ce5-9dbc-f3cbe3b863cc,13 CONSTRUCTION OF MAJOR BRIDGE ACROSS MANJRA 188.69 08/2023,108220000000,State PWD,28.26627,89.652873,roads,2027-05-27,Ongoing,False
7f91863b-b49a-441b-a3fb-9f33302e8adb,"Strengthening of Expressway Corridor at Jamshedpur, Haryana",1165040000000,MRVC,21.657002,78.99831,roads,2027-01-12,Near Completion,True
0ddd7126-9566-4ac3-9e40-4710fc9a83d8,"Upgradation of Airport Terminal Corridor at Indore, Bihar",29950000000,AAI,24.260581,86.708466,public_works,2029-11-27,Near Completion,True
1a5c7187-1f44-4b8c-8bb2-82f0844ffc1e,592 (South Western Railway [SWR] - II) Karnataka 729.34 35,319960000000,RVNL,12.954514,79.347412,roads,2025-03-21,Delayed,True
1f3f6b46-f3be-44f2-87c2-570e516ccae2,"Upgradation Underground Drainage System for Ghaziabad Municipal Area, Telangana",4250000000,UP Jal Nigam,24.312302,79.242649,sanitation,2026-07-28,Ongoing,True
c35d875b-7318-45cc-a1fd-ee37468424ba,"Development of Underground Drainage System Phase-II at Pune, Maharashtra",2970000000,CPHEEO,23.422143,93.372065,sanitation,2029-01-20,Near Completion,True
bc61edb9-a2a1-4c2b-9dda-cb58d12c4860,"Construction Interchange for Jamshedpur Municipal Area, Madhya Pradesh",376220000000,NHSRCL,10.669426,73.85982,roads,2025-11-17,Near Completion,True
44ed8779-0df7-4672-965b-0b2d1ef088bb,"Expansion Sports Complex in Ranchi District, West Bengal",8720000000,AAI,35.891904,90.32358,public_works,2025-09-17,Ongoing,True
e660fbdf-d2f0-4126-9504-53d32a8245d7,"Expansion Sports Complex for Guwahati Municipal Area, Punjab",19600000000,MoHUA,26.812522,77.983964,public_works,2026-03-16,Near Completion,True
cc02e1f9-defc-4a7a-944a-edf325096417,"Expansion of National Highway between Gaya and Visakhapatnam, Karnataka",1073140000000,DFCCIL,11.388743,96.166598,roads,2027-09-26,Delayed,True
a997bcdb-4817-4850-9947-704fa1a43639,"Modernization Fecal Sludge Treatment Plant in Visakhapatnam District, Haryana",3940000000,CPHEEO,9.550869,83.257377,sanitation,2025-07-13,Ongoing,True
5f015223-ce45-40a7-94ee-ba494de6a775,"Modernization Flyover in Vadodara District, Telangana",197720000000,State PWD,14.795022,74.643588,roads,2026-04-20,Delayed,False
45e19651-39de-46c2-9058-0a6d0e5f0c57,"Modernization of National Highway between Bengaluru and Mumbai, Chhattisgarh",168930000000,RVNL,25.506665,93.685936,roads,2027-06-11,Ongoing,True
1ae355f1-2ffd-4db0-8823-42789a04e8a8,"Construction Fecal Sludge Treatment Plant for Ghaziabad Municipal Area, Punjab",6050000000,KUIDFC,10.182611,76.897977,sanitation,2028-06-07,Ongoing,True
3b7e891d-3db4-4421-ace0-0a3c9524503c,"Expansion of Underground Drainage System between Kanpur and Jamshedpur, Karnataka",7450000000,State Jal Nigam,17.524431,72.954004,sanitation,2027-11-21,Delayed,False
e774efa0-9496-4c73-a99e-284c31bbf3ee,BETWEEN END OF MORAN BYPASS (N.A.) (N.A.),821230000000,NHAI,22.212211,78.145091,roads,2027-09-01,Ongoing,True
f5e43b07-e5d3-47ac-ac25-a7812de16869,"AND NH-119D (PKG-III) {12/2025} {1,358.00}",6230000000,AMRUT Mission,20.350673,85.470365,sanitation,2025-11-17,Ongoing,True
ffe81e0e-8341-40b4-8c14-9e22a4d58b6c,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",862420000000,RVNL,27.050877,87.524354,roads,2026-03-12,Near Completion,True
86ed25e1-6f3b-4efc-8cd3-cf215391fc7c,"Modernization Flyover in Bengaluru District, Uttar Pradesh",548460000000,NHAI,28.737321,91.706571,roads,2027-05-30,Ongoing,True
9044c292-6a61-4306-a829-806eaf8f6612,"Expansion Expressway for Patna Municipal Area, Rajasthan",855970000000,State PWD,13.696771,88.683998,roads,2025-10-06,Ongoing,True
5eebddbe-6ffd-4a12-a4e8-cc6a98aba745,"Rehabilitation Storm Water Drainage System for Thiruvananthapuram Municipal Area, Kerala",3710000000,State Jal Nigam,10.399169,81.125033,sanitation,2028-02-11,Near Completion,True
b3594cfb-96a6-4746-9df3-38af9c77dd96,"Modernization of Sewerage Network between Bhubaneswar and Howrah, Chhattisgarh",1840000000,UP Jal Nigam,23.285843,72.566588,sanitation,2029-11-11,Near Completion,False
50a518d5-b9d8-47e3-8b34-86a7f7ce68e2,"Strengthening Urban Arterial Road in Gaya District, Andhra Pradesh",1185680000000,BMRCL,18.63105,73.664537,roads,2025-10-17,Ongoing,True
baa0ea0e-9b26-4f97-9e39-90a1a48653b8,"Expansion Sports Complex for Vadodara Municipal Area, Andhra Pradesh",7440000000,AAI,12.982308,73.575595,public_works,2025-05-24,Ongoing,True
25da5c64-89a5-4f2a-95dc-a684b7d2d873,"Development of National Highway between Visakhapatnam and Jaipur, Telangana",651670000000,DFCCIL,21.01211,68.074795,roads,2026-01-30,Ongoing,True
749c4ebd-1743-4ee4-b70d-cc99e97c5ea5,"Expansion of Expressway between Kolkata and Noida, Telangana",260620000000,CMRL,26.184476,74.472657,roads,2026-09-02,Completed,True
e1e1ffe3-abe1-43ce-a74c-8cc3f40d2a03,"Expansion of Bus Terminal between Patna and Indore, Andhra Pradesh",31090000000,CPWD,22.389229,76.998261,public_works,2029-03-24,Ongoing,True
450b0026-0f6d-4d20-882f-365af7f64dda,OF HIGHER CAMPUS FOR INDIAN INSTITUTE OF (N.A.) (N.A.),4780000000,NBCC,23.819914,78.198024,public_works,2028-07-22,Ongoing,True
2823c42c-d17b-4b27-8fed-d7151932d697,582 (East Central Railway [ECR] - I) Jharkhand 108.89 70,812470000000,NCRTC,29.492023,68.928819,roads,2028-07-15,Ongoing,True
31d7d1d2-3f1c-4c18-aabc-d83d40bd9aee,"Upgradation of Bus Terminal Phase-I at Patna, Assam",23000000000,NBCC,23.068257,84.256557,public_works,2028-03-30,Completed,True
0312b8e6-d600-47a0-a4b4-4f75c5b0c6ac,ROAD FROM KM 0.00 TO KM 18.600 OF (Feb-2024) (302.02),106420000000,State PWD,19.386884,76.052868,roads,2029-04-12,Delayed,True
d53dad48-a14f-47e3-92ae-2cfed1dcda15,"Strengthening State Highway in Vijayawada District, West Bengal",196570000000,State PWD,26.582774,85.937318,roads,2027-08-27,Near Completion,True
5de654bc-ac3f-45ab-a120-28fe3bea99af,19 CONSTUCTION/UPGRADATION OF EXISTING HIGHWAY 242.97 06/2022,819920000000,NHAI,12.263478,78.988997,roads,2026-04-09,Ongoing,True
98d76404-0f37-4b66-a391-ad1da14a9b16,"Development State Highway for Vadodara Municipal Area, Tamil Nadu",1015880000000,NHSRCL,18.806934,72.633197,roads,2026-05-31,Ongoing,True
45b93fa4-fb0b-4f8d-94d7-58f98529b933,"Expansion of Expressway between Warangal and Dhanbad, Jharkhand",850030000000,NCRTC,34.065106,93.791818,roads,2025-04-05,Completed,False
2cf2c5fa-a9de-4017-a80c-e3f12763d49b,"Development of Airport Terminal Package at Mumbai, Gujarat",17450000000,MoHUA,17.505713,91.169765,public_works,2027-10-30,Completed,True
ad714171-16b7-40fe-ab74-9efd6f910d88,"Expansion of National Highway Phase-II at Lucknow, West Bengal",1060520000000,State PWD,22.616138,93.215718,roads,2029-05-05,Completed,True
89dbdc8e-c4b9-4d0a-be2d-4dee23c99305,"Construction Expressway for Gwalior Municipal Area, Maharashtra",255090000000,RVNL,27.316754,78.393025,roads,2025-08-26,Ongoing,False
b0fa548f-64bd-45e2-ac24-0bff392ff47d,"Modernization Service Road for Indore Municipal Area, Haryana",165100000000,NCRTC,24.796173,93.385225,roads,2025-10-11,Ongoing,True
b3c0421c-a371-4a67-8b24-32faa4020eeb,"Expansion Convention Centre in Patna District, Chhattisgarh",5220000000,CPWD,24.126944,79.608266,public_works,2028-01-29,Delayed,False
65d7481b-dde8-4c0d-8053-eb1394933a5a,"Modernization Fecal Sludge Treatment Plant in Noida District, Rajasthan",2530000000,MP Jal Nigam,14.323425,79.129921,sanitation,2028-02-24,Delayed,True
9efbfc07-e08f-4f45-8865-d6f32acff847,"Upgradation District Hospital for Udaipur Municipal Area, Haryana",35170000000,State PWD,28.602411,82.258339,public_works,2027-09-23,Ongoing,True
0c366697-bad5-44c9-a6c4-81e81b600a10,"Rehabilitation Storm Water Drainage System for Hyderabad Municipal Area, Chhattisgarh",4710000000,CPHEEO,32.87001,83.960298,sanitation,2029-01-13,Ongoing,False
6a81acdd-bbbe-4eab-bff5-e967ed13a8f8,"Strengthening of State Highway between Mumbai and Ranchi, Haryana",462720000000,RVNL,32.758861,95.978819,roads,2028-12-12,Ongoing,True
2e528126-b8b4-4155-994a-933f4cef4746,"Expansion of Public Administrative Building Phase-I at Surat, Tamil Nadu",8200000000,NBCC,12.476114,84.921873,public_works,2025-03-11,Near Completion,True
d485438e-f832-46aa-b95a-6dff59ce078d,"Rehabilitation of State Highway between Hyderabad and Bengaluru, Telangana",1134840000000,DFCCIL,27.373684,95.900642,roads,2025-10-17,Near Completion,True
dc4895b1-ee0d-4961-9739-a3c5110e9b33,"Modernization Underground Drainage System for Gwalior Municipal Area, Rajasthan",3040000000,KUIDFC,13.879677,81.115694,sanitation,2025-09-13,Ongoing,False
c547ad5f-a45d-4712-8798-0a57d7b04bad,(Airport Authority of India [AAI]) (02/2024) (02/2026) (322.45),9940000000,State PWD,10.784094,74.600904,public_works,2028-12-17,Ongoing,False
7c553b9e-e16d-4553-b0b7-efd6603147de,(Maharashtra Metro Rail Corporation Limited [MMRCL]) (07/2025) (-) (3626.24),539690000000,CMRL,26.486883,79.39427,roads,2028-01-17,Ongoing,False
326d2559-05a5-4e05-9b30-527f388bafb0,723 (North Western Railway [NWR]) Rajasthan 393.06 99,363950000000,NHSRCL,28.19467,89.253046,roads,2027-12-29,Completed,False
34a98d2a-1aff-433d-93e2-a3469a332aff,"Construction Sewage Treatment Plant in Visakhapatnam District, Karnataka",7270000000,MP Jal Nigam,14.047551,69.626885,sanitation,2027-11-29,Ongoing,True
edb23252-a354-468c-a707-192150704754,HIGHWAY NH-27 OF U.P BORDER - {12/2025} {381.80},633840000000,RVNL,9.226196,85.868083,roads,2025-12-11,Near Completion,True
e67da565-4b4a-49be-97ea-51127e7e28e9,RINGROAD BYPASS SRINAGAR CITY (Oct-2025) (N.A.),330790000000,BMRCL,28.54602,95.398437,roads,2029-03-30,Ongoing,True
81562f14-2ec0-427f-8943-9d796e072af9,Belagavi Improvement in Sewerage System Project,7570000000,State Jal Nigam,8.458064,69.994757,sanitation,2029-04-11,Ongoing,True
09b18774-8b79-4fea-8bd5-e212b1f5be84,"Strengthening Government Office Complex for Delhi Municipal Area, Chhattisgarh",36790000000,AAI,10.564503,88.668918,public_works,2029-04-01,Ongoing,False
017a8a6d-2462-4391-93ee-7956dba7d894,"690 (North Central Railway) (Madhya Pradesh, 2456.1 62",1165960000000,NCRTC,36.642006,83.704773,roads,2028-05-21,Delayed,True
6b1cfcfc-0e65-4601-b877-b7336526edfb,"Expansion Judicial Complex in Thiruvananthapuram District, Tamil Nadu",36160000000,MoHUA,18.387231,86.265972,public_works,2027-02-07,Near Completion,False
a5a4681b-f5e7-4e74-9bc0-a9b1ab32257b,"Construction of Water Supply Scheme Phase-I at Mumbai, Madhya Pradesh",2340000000,CPHEEO,27.712798,81.337609,sanitation,2029-10-21,Delayed,False
e11bb1d5-6c18-4e4d-a291-08f8b34ee92b,"Upgradation of University Campus System at Surat, Telangana",33750000000,HUDCO,35.446445,76.993385,public_works,2028-10-10,Completed,True
20988214-62ab-4a85-8894-a52f30c5edc1,"Strengthening Airport Terminal for Gaya Municipal Area, Odisha",40550000000,HUDCO,35.180259,90.280757,public_works,2028-11-10,Ongoing,True
a7de9b4f-8f87-4be8-bcd9-ec7ba903a27e,"Development of Ring Road between Chennai and Patna, West Bengal",381450000000,BMRCL,30.966856,79.101023,roads,2026-05-29,Near Completion,True
